"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Roose G.; Vermeir I.; Geuens M.; Van Kerckhove A.","Roose, Gudrun (57192876612); Vermeir, Iris (15060787300); Geuens, Maggie (6603621890); Van Kerckhove, Anneleen (37082088700)","57192876612; 15060787300; 6603621890; 37082088700","A Match Made in Heaven or Down Under? The Effectiveness of Matching Visual and Verbal Horizons in Advertising","2019","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060009872&doi=10.1002%2fjcpy.1088&partnerID=40&md5=a853dac324f61fc06d50e97c931a948f","According to construal level theory, consumers’ processing styles become more abstract as psychological distance increases, but they grow more concrete when psychological distance decreases. This study provides evidence that panoramic pictures in which the horizon appears in the lower versus upper part of the frame trigger a different level of construal. As such, this study raises a novel source of construal. In addition, this study shows that when both visual (e.g., horizon height) and verbal (e.g., temporal benefit) advertising elements induce the same level of construal, advertising effectiveness increases. This work differs from previous research in that it focuses on the construal fit evoked by two advertisement features rather than a fit in construal between an external stimulus and the internal mindset of the consumer. © 2018 Society for Consumer Psychology"
"Nguyen S.; Didi Alaoui M.; Llosa S.","Nguyen, Stephanie (57216257469); Didi Alaoui, Mohamed (57216252644); Llosa, Sylvie (6506749740)","57216257469; 57216252644; 6506749740","When interchangeability between providers and users makes a difference: The mediating role of social proximity in collaborative services","2020","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082966833&doi=10.1016%2fj.jbusres.2020.03.021&partnerID=40&md5=487f9a7fbc906a2db32fc498284d66b5","This article examines the role of interchangeability between service providers and service users in the context of collaborative services (the exchange of services between peers intermediated by an online platform). Based on the construal level theory, our model proposes the influence of interchangeability on trust and, in turn, on intention to participate, through the mediating effect of social proximity. The results of the empirical analysis, an online survey conducted on 222 accommodation rental participants (both hosts and travelers), confirm the mediating role of social proximity. This research extends the literature on collaborative consumption by examining how interchangeability can impact participants’ attitude and behavior. It also contributes to the construal level theory by suggesting a new antecedent (i.e., interchangeability) of social proximity. Managerial implications are discussed and, in particular, it is suggested that platforms encourage their users to experience both sides of the exchange in order to impact positively future participation. © 2020 Elsevier Inc."
"Lambrecht A.; Tucker C.","Lambrecht, Anja (23477840800); Tucker, Catherine (25631342000)","23477840800; 25631342000","When does retargeting work? Information specificity in online advertising","2013","Journal of Marketing Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886686977&doi=10.1509%2fjmr.11.0503&partnerID=40&md5=0c31e7a4752f79a2fb667e973cb13e0e","Firms can now offer personalized recommendations to consumers who return to their website, using consumers' previous browsing history on that website. In addition, online advertising has greatly improved in its use of external browsing data to target Internet ads. Dynamic retargeting integrates these two advances by using information from the browsing history on the firm's website to improve advertising content on external websites. When surfing the Internet, consumers who previously viewed products on the firm's website are shown ads with images of those same products. To examine whether this is more effective than simply showing generic brand ads, the authors use data from a field experiment conducted by an online travel firm. Surprisingly, the data suggest that dynamic retargeted ads are, on average, less effective than their generic equivalents. However, when consumers exhibit browsing behavior that suggests their product preferences have evolved (e.g., visiting review websites), dynamic retargeted ads no longer underperform. One explanation for this finding is that when consumers begin a product search, their preferences are initially construed at a high level. As a result, they respond best to higher-level product information. Only when they have narrowly construed preferences do they respond positively to ads that display detailed product information. This finding suggests that in evaluating how best to reach consumers through ads, managers should be aware of the multistage nature of consumers' decision processes and vary advertising content along these stages. © 2013, American Marketing Association."
"Jones C.; Hine D.W.; Marks A.D.G.","Jones, Charlotte (58484436800); Hine, Donald W. (7003507712); Marks, Anthony D. G. (16040022300)","58484436800; 7003507712; 16040022300","The Future is Now: Reducing Psychological Distance to Increase Public Engagement with Climate Change","2017","Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960971283&doi=10.1111%2frisa.12601&partnerID=40&md5=21f43aa755d880ad672716b0b8442966","Many people perceive climate change as psychologically distant—a set of uncertain events that might occur far in the future, impacting distant places and affecting people dissimilar to themselves. In this study, we employed construal level theory to investigate whether a climate change communication intervention could increase public engagement by reducing the psychological distance of climate change. Australian residents (N = 333) were randomly assigned to one of two treatment conditions: one framed to increase psychological distance to climate change (distal frame), and the other framed to reduce psychological distance (proximal frame). Participants then completed measures of psychological distance of climate change impacts, climate change concern, and intentions to engage in mitigation behavior. Principal components analysis indicated that psychological distance to climate change was best conceptualized as a multidimensional construct consisting of four components: geographic, temporal, social, and uncertainty. Path analysis revealed the effect of the treatment frame on climate change concern and intentions was fully mediated by psychological distance dimensions related to uncertainty and social distance. Our results suggest that climate communications framed to reduce psychological distance represent a promising strategy for increasing public engagement with climate change. © 2016 Society for Risk Analysis"
"Liberman N.; Trope Y.; Wakslak C.","Liberman, Nira (7003316730); Trope, Yaacov (7004477137); Wakslak, Cheryl (6506256326)","7003316730; 7004477137; 6506256326","Construal level theory and consumer behavior","2007","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249280251&doi=10.1016%2fS1057-7408%2807%2970017-7&partnerID=40&md5=c3d0a0922a29d9766b37e084df8bef55","The three commentaries on our paper ""Construal Levels and Psychological Distance: Effects on Representation, Prediction, Evaluation, and Behavior"" offer insightful theoretical extensions and practical applications of construal level theory (CLT). We were inspired and challenged by the commentaries to elaborate on a number of issues, although our elaboration more often raises questions and speculations than provides definite answers. Owing to space limitations, however, we could discuss only some of the issues raised in the commentaries. The first set of issues concerns our theoretical framework, namely, similarities and differences among distance dimensions, the question of additional distances, the nature of the interaction among distances, and the relationship between psychological distance and construct of stimulus information sampling. The second set of issues concerns applications of CLT to consumer choice, namely, how to make better decisions, the nature of regret, and how people construct and process choice sets. Copyright © 2007, Lawrence Erlbaum Associates, Inc."
"Zhu L.; He Y.; Chen Q.; Hu M.","Zhu, Linlin (57194170391); He, Yi (57193922570); Chen, Qimei (15749966500); Hu, Miao (56266483100)","57194170391; 57193922570; 15749966500; 56266483100","It's the thought that counts: The effects of construal level priming and donation proximity on consumer response to donation framing","2017","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019023910&doi=10.1016%2fj.jbusres.2017.03.007&partnerID=40&md5=192384aee71b819df0a69f00dcd665ef","This research demonstrates that consumers react differently to donations emphasizing a company's effort invested in charitable actions, as opposed to those highlighting its ability to carry out those actions. Our results show that consumers rate the brands that adopt an effort-oriented donation strategy more favorably than those that use an ability-oriented strategy (study 1). Further, this effect is moderated by consumers’ perceived psychological distance (made salient by construal level priming or donation proximity). The findings converge to show that congruency between donation framing and primed psychological distance leads to more favorable brand evaluations and greater purchase intentions. Findings of this research contribute to the corporate social responsibility literature and have important marketing research and managerial implications. © 2017"
"Park S.-Y.; Morton C.R.","Park, Sun-Young (57191612660); Morton, Cynthia R. (14120037600)","57191612660; 14120037600","The role of regulatory focus, social distance, and involvement in anti-high-risk drinking advertising: A construal-level theory perspective","2015","Journal of Advertising","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954077929&doi=10.1080%2f00913367.2014.1001503&partnerID=40&md5=cd06e05c1b7501d07d2d5d50d8a70d6b","The present study examines the effects of regulatory focus, social distance, and involvement interplay on responses to antihigh- risk advertising messages. Results indicate that when asked to make judgments for distant entities, individuals are more persuaded by a promotion-focused frame in terms of ad attitudes, and responsible drinking attitudes and intentions, whereas there are no differential framing effects on judgments associated with proximal entities. The findings suggest the moderating effects of social distance on regulatory focus consistent with construal-level theory. In addition, in examining boundary conditions the results reveal that the construal-level effects are dependent on individuals' involvement levels. Copyright © 2015, American Academy of Advertising."
"Boudet H.S.; Zanocco C.M.; Howe P.D.; Clarke C.E.","Boudet, Hilary S. (36489170600); Zanocco, Chad M. (57185718600); Howe, Peter D. (37007518900); Clarke, Christopher E. (14057633600)","36489170600; 57185718600; 37007518900; 14057633600","The effect of geographic proximity to unconventional oil and gas development on public support for hydraulic fracturing","2018","Risk Analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062402636&doi=10.1111%2frisa.12989&partnerID=40&md5=a50d4c5683935720c71c7485d0c5fdd1","With the rapid growth of unconventional oil and natural gas development transforming the U.S. economic and physical landscape, social scientists have increasingly explored the spatial dynamics of public support for this issue—that is, whether people closer to unconventional oil and gas development are more supportive or more opposed. While theoretical frameworks like construal-level theory and the “Not in My Backyard” (or NIMBY) moniker provide insight into these spatial dynamics, case studies in specific locations experiencing energy development reveal substantial variation in community responses. Larger-scale studies exploring the link between proximity and support have been hampered by data quality and availability. We draw on a unique data set that includes geo-coded data from national surveys (nine waves; n = 19,098) and high-resolution well location data to explore the relationship between proximity and both familiarity with and support for hydraulic fracturing. We use two different measures of proximity—respondent distance to the nearest well and the density of wells within a certain radius of the respondent’s location. We find that both types of proximity to new development are linked to more familiarity with hydraulic fracturing, even after controlling for various individual and contextual factors, but only distance-based proximity is linked to more support for the practice. When significant, these relationships are similar to or exceed the effects of race, income, gender, and age. We discuss the implications of these findings for effective risk communication as well as the importance of incorporating spatial analysis into public opinion research on perceptions of energy development. © 2018 Society for Risk Analysis."
"Scarpi D.","Scarpi, Daniele (34067801200)","34067801200","A construal-level approach to hedonic and utilitarian shopping orientation","2021","Marketing Letters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099934769&doi=10.1007%2fs11002-021-09558-8&partnerID=40&md5=ff88df39f76a78525a9f99f4f0ea92c3","Several studies in consumer behavior have focused on consumers’ shopping orientation in terms of hedonic and utilitarian shopping. The present research advances a different perspective examining hedonic and utilitarian shopping orientations with the theoretical lenses of construal-level theory. Results from two studies indicate that hedonism relates to higher and utilitarianism to lower construal levels (Study 1). Consequently, individuals tend to prefer desirability-related options when shopping hedonically, and feasibility-related options when shopping in a utilitarian way (Study 2). The findings further show a moderating effect of construal level on the relationship between shopping orientation and choice, consistent with construal-level theory. © 2021, The Author(s)."
"Zhang M.; Qin F.; Wang G.A.; Luo C.","Zhang, Min (57223792866); Qin, Fang (57205720884); Wang, G. Alan (56697656300); Luo, Cheng (57207470431)","57223792866; 57205720884; 56697656300; 57207470431","The impact of live video streaming on online purchase intention; [直播对在线购买意愿的影响]","2020","Service Industries Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061286543&doi=10.1080%2f02642069.2019.1576642&partnerID=40&md5=5c2766da7ff9b8122bf91d4c4e5a50e5","E-retailers are embracing new digital marketing strategies to provide more authentic information to their customers. This research examines the impact of live video streaming (LVS), defined as broadcasts in real time to an audience over the Internet for business-to-consumer and business-to-business communication. Although LVS has been adopted as a marketing strategy by e-retailers, its effect on customers’ online purchase intention remains unknown. Drawing on construal level theory, this study empirically examines the impact of LVS on customers’ online purchase intention considering psychological distance and perceived uncertainty. We test the research framework with the aid of a quasi-experiment using secondary data collected from Taobao.com, the largest online trading platform in China, and two experimental designs. The presented results indicate that the LVS strategy can improve customers’ online purchase intention by reducing psychological distance and perceived uncertainty. In addition, product type moderates the impact of LVS on perceived uncertainty. This paper finally provides some of the practical and managerial implications of our findings. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group."
"Freling T.H.; Vincent L.H.; Henard D.H.","Freling, Traci H. (11439496000); Vincent, Leslie H. (23991675200); Henard, David H. (9333677500)","11439496000; 23991675200; 9333677500","When not to accentuate the positive: Re-examining valence effects in attribute framing","2014","Organizational Behavior and Human Decision Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897786548&doi=10.1016%2fj.obhdp.2013.12.007&partnerID=40&md5=3a19ed16902da2815e5eaf0b292089ce","While the expanding body of attribute framing literature provides keen insights into individual judgments and evaluations, a lack of theoretical perspective inhibits scholars from more fully extending research foci beyond a relatively straightforward examination of message content. The current research applies construal level theory to attribute framing research. The authors conduct a meta-analysis of 107 published articles and then conceptually expand this knowledge base by synthesizing attribute framing research and construal level concepts. Results suggest that attribute framing is most effective when there is congruence between the construal level evoked in a frame and the evaluator's psychological distance from the framed event. A follow-up experiment confirms that the congruence between a frame's construal level and psychological distance-not simply its valence-appears to be driving attribute framing effects. This research proposes to shift the focus in attribute framing research from that of message composition to a more complex relationship between the message and the recipient. © 2014 Elsevier Inc."
"Jia Y.; Huang Y.; Wyer R.S., Jr.; Shen H.","Jia, Yanli (57192422259); Huang, Yunhui (57191824322); Wyer, Robert S. (7007108368); Shen, Hao (32467444700)","57192422259; 57191824322; 7007108368; 32467444700","Physical proximity increases persuasive effectiveness through visual imagery","2017","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028028964&doi=10.1016%2fj.jcps.2017.07.001&partnerID=40&md5=b4727662d93550f7dbe97fb5a934f1d2","Six experiments converged on the conclusion that consumers' physical distance from the verbal description of an event or a product can influence their beliefs in its implications. For example, participants' proximity to information about the likelihood of surviving an airline crash can influence their expectations that there would be survivors of a real-life airplane accident, and being close to the description of a commercial product can influence beliefs that the product would be effective. These and other effects are mediated by the vividness of the mental image that participants form on the basis of the information. Consequently, the effects were attenuated when participants are under high cognitive load or when the verbal description lacks the detail necessary for forming a clear mental image. Alternative interpretations in terms of task involvement, perceptual fluency and construal levels are evaluated. © 2017 Society for Consumer Psychology"
"Carton A.M.","Carton, Andrew M. (7003628948)","7003628948","“I’m Not Mopping the Floors, I’m Putting a Man on the Moon”: How NASA Leaders Enhanced the Meaningfulness of Work by Changing the Meaning of Work","2018","Administrative Science Quarterly","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026734292&doi=10.1177%2f0001839217713748&partnerID=40&md5=c3447f28d023307eb16fe6b1f01da946","It is assumed that leaders can boost the motivation of employees by communicating the organization’s ultimate aspirations, yet evidence on the effectiveness of this tactic is equivocal. On some occasions, it causes employees to view their work as more meaningful. At other times, it causes them to become dispirited. These inconsistent findings may in part be explained by a paradox: the very features that make ultimate aspirations meaningful—their breadth and timelessness—undermine the ability of employees to see how their daily responsibilities are associated with them. To understand how leaders can help employees resolve this paradox, I analyzed archival evidence to explore the actions of President John F. Kennedy when leading NASA in the 1960s. I found that Kennedy enacted four sensegiving steps, each of which helped employees see a stronger connection between their work and NASA’s ultimate aspirations. When this connection was strongest, employees construed their day-to-day work not as short-term tasks (“I’m building electrical circuits”) but as the pursuit of NASA’s long-term objective (“I’m putting a man on the moon”) and the aspiration this objective symbolized (“I’m advancing science”). My findings redirect research by conceptualizing leaders as architects who motivate employees most effectively when they provide a structural blueprint that maps the connections between employees’ everyday work and the organization’s ultimate aspirations. © 2017, © The Author(s) 2017."
"Reyt J.-N.; Wiesenfeld B.M.","Reyt, Jean-Nicolas (56798579600); Wiesenfeld, Batia M. (6603613122)","56798579600; 6603613122","Seeing the forest for the trees: Exploratory learning, mobile technology, and knowledge workers' role integration behaviors","2015","Academy of Management Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939788523&doi=10.5465%2famj.2013.0991&partnerID=40&md5=5dfe42302a75c36b8a02a457cad331fd","Role integration is the new workplace reality for many employees. The prevalence of mobile technologies (e.g., laptops, smartphones, tablets) that are increasingly wearable and nearly always ""on"" makes it difficult to keep role boundaries separate and distinct. We draw upon boundary theory and construal level theory to hypothesize that role integration behaviors shift people from thinking concretely to thinking more abstractly about their work. The results of an archival study of Enron executives' emails, two experiments, and a multi-wave field study of knowledge workers provide evidence of positive associations between role integration behaviors, higher construal level, and more exploratory learning activities. © Academy of Management Journal."
"Kardes F.R.; Cronley M.L.; Kim J.","Kardes, Frank R. (6701546298); Cronley, Maria L. (6506749400); Kim, John (13405133200)","6701546298; 6506749400; 13405133200","Construal-level effects on preference stability, preference-behavior correspondence, and the suppression of competing brands","2006","Journal of Consumer Psychology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646408128&doi=10.1207%2fs15327663jcp1602_4&partnerID=40&md5=07d3fefeea51c66451683228c8426d5b","Construal level theory (Trope & Liberman, 2003) suggests that construal level - or the degree of abstractness of mental representations - increases with temporal, spatial, or sensory distance. Three experiments show that the mere presence of a set of target brands at the time a choice is made encourages consumers to represent the brands in memory in terms of concrete lower-level construals. Consequently, preference stability is higher, preference-behavior consistency is greater, and product category-identification latencies for competing brands are slower. Furthermore, the mere presence of target brands at the time of choice affects preference-behavior consistency independent of the effects of direct experience. Implications for an understanding of spontaneous preference formation, preference representation, and preference elicitation are discussed. Copyright © 2006, Lawrence Erlbaum Associates, Inc."
