"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Rahman M.S.; Bag S.; Hossain M.A.; Abdel Fattah F.A.M.; Gani M.O.; Rana N.P.","Rahman, Muhammad Sabbir (55314016800); Bag, Surajit (55757488200); Hossain, Md Afnan (57201112589); Abdel Fattah, Fadi Abdel Muniem (59299630500); Gani, Mohammad Osman (57220369895); Rana, Nripendra P. (50262828700)","55314016800; 55757488200; 57201112589; 59299630500; 57220369895; 50262828700","The new wave of AI-powered luxury brands online shopping experience: The role of digital multisensory cues and customers’ engagement","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147809258&doi=10.1016%2fj.jretconser.2023.103273&partnerID=40&md5=75079a9f99aaf4e5bca97f969432796d","Academic literature retains a dearth of empirical evidence of the cutting-edge aspect of artificial intelligence (AI)-powered digital assistance and digital multisensory cues, despite the prospect of these factors on real-life customers' luxury brand online shopping experience. Thus, the aim of this study is to examine the significant pathway and effects of AI-powered digital assistance toward customers’ luxury brand online shopping experience. Drawing on S–O-R (Stimulus, organism, and response) and TRAM (Technology Readiness and Acceptance Model) paradigm, a multi-method research design was deployed to investigate constructs. Firstly, semi-structured interviews were utilized to explore customers' online behavior under the luxury brands and information technology aspect. Secondly, survey data were collected and analyzed by using partial least squares structural equation modeling (PLS-SEM) and fuzzy-set qualitative comparative analysis (fsQCA). The PLS-based analysis of quantitative data confirmed the exploratory insights of qualitative findings, establishing the connections of AI-powered digital assistance, customer engagement, and customers' luxury brand online shopping experience. Research findings also suggest that customer engagement plays a mediation role in the relationship between AI-powered digital assistance and customers' luxury brand online shopping experience. Besides, digital multisensory cues moderate the relationship between AI-powered digital assistance and customer engagement. Further, fsQCA complements the findings of PLS-SEM that reveal the significant combination of factors that lead to the perceptions of customers' luxury brand online shopping experience. © 2023 Elsevier Ltd"
"Koay K.Y.; Ong D.L.T.; Khoo K.L.; Yeoh H.J.","Koay, Kian Yeik (57192295284); Ong, Derek Lai Teik (57197754200); Khoo, Kim Leng (57215007318); Yeoh, Hui Jing (57215006321)","57192295284; 57197754200; 57215007318; 57215006321","Perceived social media marketing activities and consumer-based brand equity : Testing a moderated mediation model","2021","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079595173&doi=10.1108%2fAPJML-07-2019-0453&partnerID=40&md5=3f3bb71cd4f07db35f75b648b2d576f1","Purpose: The purpose of this research is to investigate the influence of perceived social media marketing activities on consumer-based brand equity, mainly predicated on the S-O-R model. Furthermore, brand experience is tested as a mediator of the relationship between perceived social media marketing activities and consumer-based brand equity, whereas co-creation behaviour is also examined as a moderator on the relationship between perceived social media marketing activities and brand experience. Design/methodology/approach: A structured survey questionnaire was developed and distributed to social media users from a large private university in Malaysia. A total of 253 valid responses were obtained. Hypotheses were tested employing partial least squares structural equation modelling (PLS-SEM). Findings: The results indicated that perceived social media marketing activities have a significant positive influence on consumer-based brand equity. In addition, brand experience mediates the relationship between perceived social media marketing activities and consumer-based brand equity. Surprisingly, co-creation behaviour was found to have no moderating effect on the relationship between perceived social media marketing activities and brand experience. Furthermore, using the PROCESS macro, we found that the indirect effect of perceived social media marketing activities on consumer-based brand equity through brand experience is not moderated by co-creation behaviour. Originality/value: This research further extended the current knowledge by demonstrating that the influence of perceived social media marketing activities on consumer-based brand equity is mediated by brand experience. Also, this research utilised the strength of PLS–SEM in dealing with higher-order constructs, allowing us to develop and test a parsimonious model that is useful for practitioners. © 2020, Emerald Publishing Limited."
"Chakraborty D.; Babu Singu H.; Kumar Kar A.; Biswas W.","Chakraborty, Debarun (57204477529); Babu Singu, Hari (57193769699); Kumar Kar, Arpan (55911169300); Biswas, Wendrila (57203622655)","57204477529; 57193769699; 55911169300; 57203622655","From fear to faith in the adoption of medicine delivery application: An integration of SOR framework and IRT theory","2023","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164004176&doi=10.1016%2fj.jbusres.2023.114140&partnerID=40&md5=b5efec0ac5a883842f2ee5963dc073d6","The current study tries to better understand the different consumer barriers towards adoption of MDAs and their psychological and behavioural responses through the lens of innovation resistance and S-O-R framework respectively. A longitudinal study was conducted with two surveys spanning over a period of two years to attain the research goals with a sample size exceeding four hundred users from India for each of the two studies. The respondents were predominantly between 36 and 45 years of age. Risk barrier which was not a crucial factor towards purchase intention of MDAs in the first study turned to be a significant element in the later study. The study helped to generate a new insight about the cognitive and emotive states of consumers’ in adoption of MDAs. The new insights and clarity about the customer experience can help the pharmacy delivery companies to thoughtfully redesign such apps that can inspire, align and guide. © 2023 Elsevier Inc."
"Guo Y.; Lu S.; Shen M.; Huang W.; Yi X.; Zhang J.","Guo, Yuqing (57788113100); Lu, Shizhu (25928687300); Shen, Min (57786919300); Huang, Wei (57788113200); Yi, Xiaolie (57222118558); Zhang, Jifa (58867625700)","57788113100; 25928687300; 57786919300; 57788113200; 57222118558; 58867625700","Differences in Heritage Tourism Experience between VR and AR: A Comparative Experimental Study Based on Presence and Authenticity","2024","Journal on Computing and Cultural Heritage","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191826622&doi=10.1145%2f3648001&partnerID=40&md5=58ffc104600d2dd8bb0f61a165c763b6","This study developed two distinct types of remote heritage virtual tourism programs, namely VR and AR. We utilized the Stimulus-Organism-Response (S-O-R) model to understand how users' perceptions of vividness and interactivity in VR and AR influence their sense of presence and perceived authenticity. Furthermore, we explored how the sense of presence and perceived authenticity further impact tourists' responses, including satisfaction and behavioral intention. The findings indicate differences between VR and AR in several aspects. To elaborate, in the context of VR, vividness significantly influences perceived authenticity, an effect not found within the AR setting. Furthermore, interactivity impacts the sense of presence in AR, but this is not the case in VR. Within an AR setting, a user's sense of presence directly influences their level of satisfaction, yet no corresponding impact was found in VR. Even though the results show varying influences of presence on user intention in VR and AR, no significant differences were discovered. By gaining an in-depth understanding of tourists' actual perceptions of VR and AR applications, this study provides insights for heritage site managers on how to employ VR and AR to enhance the efficiency of virtual heritage experiences for tourists. Copyright © 2024 held by the owner/author(s). Publication rights licensed to ACM."
"Akram U.; Ansari A.R.; ulhaq I.; Yan C.","Akram, Umair (57190977435); Ansari, Aisha Rehman (55810464300); ulhaq, Irfan (57196002835); Yan, Chen (56031113500)","57190977435; 55810464300; 57196002835; 56031113500","Cosmetics makers have always sold ‘hope in a jar’! Understanding the cosmetics purchase intention in the Chinese mobile commerce environment","2023","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151456349&doi=10.1016%2fj.jretconser.2023.103337&partnerID=40&md5=4aec8a37346828fe779f6cc829285d5d","Using the S-O-R model, we investigate the impact of situational factors (interpersonal influence, visual appeal, and portability) on hedonic and utilitarian web browsing and expand the theory by exploring the moderating roles of scarcity and serendipity. Data were collected from 988 participants via an online survey. Structural equation modeling was performed using AMOS 23. The results show that the situational factors positively influence hedonic and utilitarian web browsing. Scarcity and serendipity have a significant moderating role in the relationship between hedonic web browsing, utilitarian web browsing, and cosmetics m-commerce purchase intention. This study hopes to provide a deeper understanding of consumer behavior and attitudes in the cosmetics market in the m-commerce context. © 2023"
"Xu X.; Yao Z.; Teo T.S.H.","Xu, Xi (56532705400); Yao, Zhong (55536643300); Teo, Thompson S.H. (35613161000)","56532705400; 55536643300; 35613161000","Moral obligation in online social interaction: Clicking the “like” button","2020","Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076853020&doi=10.1016%2fj.im.2019.103249&partnerID=40&md5=eac95d4d78c548eccfa806cc6659b5d7","Social media greatly facilitate online social interaction among friends, and user behavior in social interaction may be influenced by interpersonal relationships. While individuals sometimes do enjoy the content shared by friends, they may also feel that they have a moral obligation to like what their friends share. Drawing on the stimulus-organism-response model, this paper examines whether the characteristics of interpersonal relationships are associated with moral obligation as well as whether moral obligation is associated with “like” intention. By using data from 348 users of WeChat Moments, we provide empirical evidence that the stimuli of interpersonal relationships (perceived authority, perceived closeness, and peer referent) are positively associated with the sense of moral obligation, which in turn, is positively associated with user intention to click the Like button on their friends’ postings on social media. Theoretical and practical implications of the findings are discussed. © 2019 Elsevier B.V."
"Daassi M.; Debbabi S.","Daassi, Mohamed (15922416000); Debbabi, Sana (39361491000)","15922416000; 39361491000","Intention to reuse AR-based apps: The combined role of the sense of immersion, product presence and perceived realism","2021","Information and Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103309310&doi=10.1016%2fj.im.2021.103453&partnerID=40&md5=35ac64315a0f2a378c6681de8dab09ac","For e-retailers, optimizing their online presence is becoming crucial to stay competitive. Thanks to continuous technological development, particularly in terms of mobile networks and augmented reality (AR)–based apps, retailers are today able to commercialize their products anytime and anywhere. The aim of this study was to identify factors explaining people's use and adoption of AR-based apps. Drawing upon the S-O-R framework, we propose a model that explains the intention to reuse AR-based apps. The results of a study involving 224 participants suggest that the relationship between perceived augmentation and consumers’ behavioural intention is fostered by a mediation pattern combining three interrelated cognitive factors, namely, sense of immersion, product presence and perceived realism. The results reveal the importance of perceived realism to encourage adoption of this means of shopping by creating a favourable attitude towards mobile shopping, which, in turn, convinces consumers to reuse such shopping apps. © 2021 Elsevier B.V."
"Chan V.H.Y.; Chiu D.K.W.; Ho K.K.W.","Chan, Vanessa Hiu Ying (57448984300); Chiu, Dickson K.W. (23388109000); Ho, Kevin K.W. (14834043100)","57448984300; 23388109000; 14834043100","Mediating effects on the relationship between perceived service quality and public library app loyalty during the COVID-19 era","2022","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124458480&doi=10.1016%2fj.jretconser.2022.102960&partnerID=40&md5=e48326c44aa05add5eb2325ead0ac704","The demand for using library apps to search for information has been increasing after the COVID-19 outbreak. To look into how the pandemic affects the users’ perception of the loyalty of using library apps, we designed this research by amalgamating the updated IS success model and S–O-R model to evaluate the service quality of a public library app under the Hong Kong Government mobile applications initiative. A third-order model is established to demonstrate the multi-faceted aspects of service quality and mediating effects of perceived brand image, satisfaction, and e-word of mouth. Using structural equation modeling, data collected from Hong Kong, a metropolis where mobile services empower its citizens, showed the interrelationships among service quality and possible outcomes (i.e., perceived brand image, user satisfaction, e-word of mouth, and user loyalty). Findings also indicate that the influence of perceived service quality on user loyalty could only be achieved through perceived brand image and user satisfaction. This is a timely study during the COVID-19 pandemic, as the lockdown and social distancing arrangements created challenges for citizens to search for information in public libraries in person. Our findings and suggestions reiterate the importance of considering the usability concepts when analyzing the service quality of each unique app. They also provide insights for practitioners in developing the next generation of apps for smart public information services and call for further investigation into the proposed hierarchical model and other potential factors related to service quality. © 2022 Elsevier Ltd"
"Ferdous A.S.; Polonsky M.; Bednall D.H.B.","Ferdous, Ahmed Shahriar (15049315900); Polonsky, Michael (6603691009); Bednall, David Hugh Blore (8702419000)","15049315900; 6603691009; 8702419000","Internal communication and the development of customer-oriented behavior among frontline employees","2021","European Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106043950&doi=10.1108%2fEJM-10-2019-0750&partnerID=40&md5=a84125fce96aca3792ae19752f2a9f52","Purpose: Frontline employees (FLEs) are a key source of competitive advantage for organizations and have a significant impact on the quality of customer–firm interactions. This study aims to use the stimulus-organism-response (S-O-R) model as a theoretical lens to examine whether internal communication (IC) (stimulus) evokes FLEs’ organizational identification (emotional) and job satisfaction (cognitive), and whether these in turn shape FLE customer-oriented behavior (response). The study also tested whether these mediated relationships are moderated by perceived communication formalization. Design/methodology/approach: The hypothesized mediated and moderated effects were tested using data collected from a cross-sectional survey of 293 full-time salespeople working for a large general insurance company. Findings: Both organizational identification and job satisfaction simultaneously mediate the relationship between IC and customer-oriented behavior. Perceived communication formalization was found to weaken the mediated relationship between IC and customer-oriented behavior, but only when this is via job satisfaction. Research limitations/implications: This study has shown that where IC is positively viewed by FLEs, it can be leveraged as a key driver by organizations to evoke simultaneous positive emotional and cognitive reactions, leading to increased customer-oriented behavior. Practical implications: This study informs both theory and practice related to effective IC among customer-contact FLEs. Originality/value: The study shows how IC can simultaneously produce two simultaneous emotional and cognitive reactions leading to FLE customer-oriented behavior and how these mediated relationships can be moderated by perceived communication formalization. The study used the S-O-R model as the theoretical lens to test these relationships. © 2021, Emerald Publishing Limited."
"Pop R.-A.; Hlédik E.; Dabija D.-C.","Pop, Rebeka-Anna (57219308664); Hlédik, Erika (57192371900); Dabija, Dan-Cristian (33567775800)","57219308664; 57192371900; 33567775800","Predicting consumers' purchase intention through fast fashion mobile apps: The mediating role of attitude and the moderating role of COVID-19","2023","Technological Forecasting and Social Change","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140804968&doi=10.1016%2fj.techfore.2022.122111&partnerID=40&md5=541bcabb220401f431ebe8ab357b72a4","Nowadays many people use mobile applications for different purposes to manage their daily activities more conveniently and efficiently. Thus, mobile apps contribute to the optimization of consumers' shopping experience during the decision-making process. Based on the S-O-R framework, the present study explores the direct and indirect impact of utilitarian, hedonic and social attributes of mobile apps on consumers' attitudes and purchase intention through fast fashion mobile apps. An online survey was conducted to test the proposed conceptual model, and the partial least squares (PLS) modeling technique was used for the reliability and validity assessment of the reflective constructs. The results indicate that hedonic motivations have a higher impact on consumers' attitudes than utilitarian ones. Attitude has multiple mediation roles, while channel-switching behaviour caused by COVID-19 moderates the relationship between attitude and purchase intention. The findings are relevant for marketers and fashion retailers to optimize branded mobile apps from a utilitarian and hedonic point of view. © 2022 Elsevier Inc."
