"作者","Author full names","作者 ID","文献标题","年份","来源出版物名称","链接","摘要"
"Chen Y.; Mandler T.; Meyer-Waarden L.","Chen, Yanyan (58431976800); Mandler, Timo (57194264397); Meyer-Waarden, Lars (16067104100)","58431976800; 57194264397; 16067104100","Three decades of research on loyalty programs: A literature review and future research agenda","2021","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102237866&doi=10.1016%2fj.jbusres.2020.11.057&partnerID=40&md5=6ca71bc02c7b7450b86c3609ff22e19f","Loyalty programs (LPs) are an important marketing instrument used to promote repeat purchases and customer relationships. Although numerous studies have shed light on the adoption, design, and outcomes of LPs, research that reviews the accumulated knowledge in a holistic manner is sparse. Against this background, this study reviews 131 LP-related articles following the Theory–Context–Characteristics–Methodology (TCCM) review protocol. By considering the theories, contexts, characteristics, and methodologies used in LP research, this study (1) paints the most comprehensive picture of the field to date and (2) develops a future research agenda to help advance the field further. Our review reveals that existing studies mostly rely on status-based, inertia-based, or relationship-based mechanisms to theoretically explain LP-related effects, while multi-theoretical perspectives are rare. LP research focuses strongly on a few key industries, such as retail, airlines, and hotels, but lacks insights into the design and outcomes of LPs in online and B2B contexts. Furthermore, we diagnose a need for more research on the role of competition among LPs and the impact of recent technological advances on LP management. © 2020"
"Ozcan T.; Hair M.; Gunasti K.","Ozcan, Timucin (25923495200); Hair, Michael (57197782502); Gunasti, Kunter (23034581700)","25923495200; 57197782502; 23034581700","How reaching numerical roundness on subgoals affects the completion of superordinate goals","2024","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187566150&doi=10.1016%2fj.jbusres.2024.114617&partnerID=40&md5=808883d64c91abf212e49dab4ef2a038","This research shows that consumers who achieve numerically round subgoals perceive a higher chance of accomplishing their superordinate goals compared to those who achieve numerically non-round subgoals. This effect is mediated by the shifts in motivation to accomplish superordinate goals. First, a pilot test presents preliminary evidence from a large secondary dataset of runners’ timings in a 10 k race. Then, the effect is tested in a series of scenario-based experiments by manipulating the round vs. non-round subgoals in a variety of contexts, such as credit score, running, weight loss and loyalty programs. This is followed by a study employing a game setting where participants make guesses and earn (round vs. non-round) points. Next, a field experiment manipulates the grading method of student exams in an actual course to utilize round vs. non-round scales. Finally, a lab experiment demonstrates the moderating role of goal progress level. © 2024 Elsevier Inc."
"Chang W.","Chang, Woojung (56196406600)","56196406600","Different status reevaluation period and communication styles for top-tier and bottom-tier customers in multi-tier loyalty programs","2020","European Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089594469&doi=10.1108%2fEJM-10-2018-0713&partnerID=40&md5=ca981e1fbfb085156427903677083e5f","Purpose: This paper aims to investigate how to design a firm’s customer demotion policy and communication styles differently for customers demoted from top-tier and bottom-tier to promote their willingness to restore lost status and loyalty intentions. Design/methodology/approach: Four scenario-based experiments were conducted in the customer demotion context of an airline’s hierarchical loyalty program. A total of 796 customers recruited from a survey panel participated in the study. Findings: The results reveal that customers in top-tier demotion significantly increase their willingness to restore lost status and loyalty intentions when a short evaluation period (vs a long evaluation period) is given. Further, customers in bottom-tier demotion improve their willingness to restore and, in turn, their loyalty intentions more with a gain-focused communication style than with a loss-focused communication style. Willingness to restore lost status plays a mediating role in the process by which an appropriate match between demotion type and evaluation period type/communication styles leads to higher loyalty intentions. Research limitations/implications: This study extends the research stream on customer demotion by examining how to execute customer demotion to mitigate its detrimental effects and facilitate demoted customers’ approach motivation and behavioral intentions, a critical but understudied topic that has been ignored by researchers. Practical implications: Managers are advised to offer customized customer status evaluation periods and communication styles for top-tier and bottom-tier demoted customers to effectively promote their willingness to restore lost status and loyalty intentions. Originality/value: This study is among the first to explore the possible varying effects of differential demotion policy and communication style on different tiers of customers. © 2020, Emerald Publishing Limited."
"Zhou Y.; Lu C.; Yu Y.","Zhou, Yanju (22942740200); Lu, Cuilian (58039529100); Yu, Yi (57204534677)","22942740200; 58039529100; 57204534677","Reward me or charity: The impact of mobile e-commerce platforms' loyalty programme reward types on participation intention","2023","Asia Pacific Journal of Marketing and Logistics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145424041&doi=10.1108%2fAPJML-03-2022-0231&partnerID=40&md5=7345a5b447f0dce1fc598355d3eb5de4","Purpose: With the development of e-commerce, loyalty programmes (LPs) are gradually being adopted in the online retailing environment to improve consumer loyalty. This article determines the factors that affect consumers' LP participation intention on mobile e-commerce platforms to help these platforms improve their performance. Design/methodology/approach: This article focusses on LP reward types and divides them into self-oriented rewards or altruistic rewards. Two experiments are conducted to test the proposed hypotheses. After online data collection, data analysis is performed. Findings: LP participation intention with altruistic rewards is significantly stronger than that with self-oriented rewards. Perceived value plays a complete mediating role in the impact of reward type on participation intention, while a point leaderboard plays a positive moderating role in the impact of reward type on perceived value. Practical implications: This study’s findings can improve the design of LPs by mobile e-commerce platforms. Originality/value: This article focusses on LPs in the online environment, a stream of research that is limited. The results also have implications for prosocial relationship marketing programmes. © 2022, Emerald Publishing Limited."
"Bugaj J.M.; Rybkowski R.","Bugaj, Justyna Maria (57982117900); Rybkowski, Radosław (57191326777)","57982117900; 57191326777","MANAGING ALUMNI LOYALTY. POLAND FROM AN INTERNATIONAL PERSPECTIVE; [ZARZĄDZANIE LOJALNOŚCIĄ ABSOLWENTÓW. POLSKA W PERSPEKTYWIE MIĘDZYNARODOWEJ]","2022","Polish Journal of Management Studies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145002008&doi=10.17512%2fpjms.2022.26.2.05&partnerID=40&md5=3ebd6b9dd21e0151aefbe0f6ba7e82f7","The aim of the paper is to identify the loyalty management determinants of university alumni. As the pandemic has influenced all walks of life, including university performance and, as a result, the relations between the university and the alumni. The paper also addresses the impact of COVID-19 on selected alumni loyalty programs. The critical literature research was enriched with the analysis of loyalty programs of selected 15 universities under the EU-sponsored “Forge of Professionals 7” project, with the follow-up analysis of 2 universities during the COVID-19 pandemic. As a result, alumni loyalty determinants were developed. Managing alumni loyalty could be divided into three groups: alumni-based, university-based, and mixed. The most important factor influencing alumni loyalty is not the organization of alumni loyalty management, but the communication tools used by a university. The implementation of the results can bring numerous benefits to the universities: they can enjoy great flexibility in managing alumni relations systems. The university willing to strengthen alumni relations must take this from a strategic point of view. Establishing flourishing alumni relations is always a long process, requiring bold planning and consistent execution. Its value is a practical approach to the management of the relationship between a university and its alumni, and as such, it can greatly contribute to improving policy and practice in higher education. © 2022, Czestochowa University of Technology. All rights reserved."
"Rossi F.; Chintagunt P.K.","Rossi, Federico (57204119404); Chintagunt, Pradeep K. (58668778600)","57204119404; 58668778600","Consumer Loyalty Programs and Retail Prices: Evidence from Gasoline Markets","2023","Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175114579&doi=10.1287%2fmksc.2022.1416&partnerID=40&md5=e9ff25c8cacaa2580a28c4dabd25297b","Past research shows that loyalty programs can generate switching costs for consumers and increase their purchase frequency. Theoretical work suggests that if switching costs are significant, firms should charge lower prices in the early periods of a program to boost market share, and increase prices in later periods, to take advantage of the “lock-in” effect. However, it is not clear whether these costs soften or exacerbate price competition. Using a large database of gas stations’ prices in the Italian market, we study fuel prices in early and late periods of loyalty programs: the sharp price changes adopted by gas stations affiliated with the program during the introduction and termination dates of the program allow us to establish the causal relationship between the program and the pricing behavior of gas stations. We find evidence that gas stations affiliated with the program increase prices in later periods of the program, as predicted by theory. The higher prices of affiliated stations lead to an increase in prices, on average, across all other stations competing in the local market. We also find that affiliated stations reduce their prices in early periods of the program; however, this evidence is less conclusive, as our data cannot exclude other factors explaining the price reduction. We discuss implications for managers and policy makers. © 2023, INFORMS Inst.for Operations Res.and the Management Sciences. All rights reserved."
"Agarwal R.; Mehrotra A.; Misra D.","Agarwal, Reeti (26534006100); Mehrotra, Ankit (26534781800); Misra, Dheeraj (57195149736)","26534006100; 26534781800; 57195149736","Customer happiness as a function of perceived loyalty program benefits - A quantile regression approach","2022","Journal of Retailing and Consumer Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114745190&doi=10.1016%2fj.jretconser.2021.102770&partnerID=40&md5=5f376b73b27bac8a9484739b0bd441c5","Customers consider pursuit of happiness to be fundamental to their purchase experiences; thus, companies are increasingly looking for opportunities to bring happiness to customers especially in their consumption activity. The current study undertakes analysis of effect of perceived benefits of loyalty programs and customer satisfaction on customer happiness/purchase enjoyment if he/she has loyalty program membership. Empirical study with 407 participants found that Discovery and Entertainment Benefit (DEB) and Satisfaction Derived (SD) have an effect on customer happiness/purchase enjoyment while being a loyalty program member. Quantile regression analysis was used to analyze if independent variables have a differential effect on different levels of the dependent variable i.e. customer happiness/purchase enjoyment from use of loyalty programs. Since DEB and SD were found to be positively significant in influencing customer happiness/purchase enjoyment, companies should focus on balancing these aspects of customers’ consumption experience. © 2021 Elsevier Ltd"
"Wang J.J.; Lalwani A.K.","Wang, Jessie J. (57205150781); Lalwani, Ashok K. (8940896500)","57205150781; 8940896500","The distinct influence of power distance perception and power distance values on customer satisfaction in response to loyalty programs","2019","International Journal of Research in Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058824612&doi=10.1016%2fj.ijresmar.2018.11.006&partnerID=40&md5=6e4262a90a24d23f59e889ea10cebebe","In today's fiercely competitive environment, firms are increasingly relying on loyalty programs to influence customers' repeat purchase behavior. However, little is known about how customers' cultural values shape their satisfaction in response to loyalty programs. Such knowledge is important because it allows marketers to identify cultural segments that may be more or less likely to respond favorably to loyalty programs, and hence increase the effectiveness of such programs. In the current research, we propose that power distance perception — defined as the extent to which people observe power disparities in society — positively influences satisfaction of customers who hold loyalty status, but negatively influences satisfaction of customers who do not hold loyalty status with a firm. In contrast, power distance values — defined as the extent to which people endorse power disparities in society — negatively influences satisfaction of customers who hold loyalty status, but positively influences satisfaction of customers who do not hold loyalty status with a firm. A quasi-field study and several lab experiments support these propositions, shed light on the underlying mechanisms, and rule out alternative explanations. Our findings also uncover several distinct tools that marketers could use to influence non-loyalty status and loyalty status customers' satisfaction with businesses. © 2018 Elsevier B.V."
"Zhang J.; Liu-Thompkins Y.","Zhang, Junzhou (57219463555); Liu-Thompkins, Yuping (54929818600)","57219463555; 54929818600","The Joint Impact of Goal Type and Goal Completion Magnitude on Consumer’ Post-Goal-Completion Behavior: An Abstract","2020","Developments in Marketing Science: Proceedings of the Academy of Marketing Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125270347&doi=10.1007%2f978-3-030-39165-2_81&partnerID=40&md5=cc2cccbd7970709abb5026e230723f22","Goal pursuit represents an important psychological mechanism under loyalty programs (Bagchi and Li 2010; Fishbach and Dhar 2005; Lee and Ariely 2006). Although academic research on loyalty programs has examined the extent to which consumers succeed or fail in reward–goal pursuit, insufficient attention has been paid to the consequences of such successes or failures. Addressing this gap, we draw upon research on goal pursuit and counterfactual thinking to examine the effect of goal completion magnitude on individuals’ effort toward achieving subsequent goals, and how maintenance versus attainment goal types moderate this relationship. Analyzing flight activities from 5719 members of a major airline’s frequent flyer program, we found that (1) individuals who failed (vs. succeeded) at achieving an attainment goal will put more (vs. less) effort into subsequent goal pursuit than individuals who failed (vs. succeeded) at fulfilling a maintenance goal; (2) a linear effect of goal achievement magnitude on future goal pursuit effort under the maintenance goal, such that the more one completed his/her previous goal, the more effort he/she will invest in the subsequent goal cycle; and (3) a reverse U-shaped effect of goal achievement magnitude under the attainment goal, such that substantial goal achievement in the previous goal cycle creates a surprising hampering effect (i.e., close-but-no-cigar effect) on subsequent goal pursuit. Instead, moderate achievement of the previous goal leads to the most effort invested in subsequent goal pursuit. These results and the proposed underlying processes are further explored in a lab experiment. Our research provides new insights for marketing scholars and managers with regard to goal pursuit and loyalty programs. © 2020, The Academy of Marketing Science."
"Hwang J.; Choi L.","Hwang, Jiyoung (56497362000); Choi, Laee (55821833700)","56497362000; 55821833700","Having fun while receiving rewards?: Exploration of gamification in loyalty programs for consumer loyalty","2020","Journal of Business Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060650052&doi=10.1016%2fj.jbusres.2019.01.031&partnerID=40&md5=a1b6b646940610d2b69c432c300007a8","This study investigates whether and how gamification in loyalty programs (i.e., gamified loyalty programs) impacts consumer loyalty toward loyalty programs and behavioral intentions, along with the role of the type of rewards (self-oriented vs. altruistic rewards). The data were collected from U.S. consumers responding to LPs offered in the mobile environment. The results confirmed that gamified loyalty programs (vs. conventional ones) increased consumer loyalty toward loyalty programs which in turn enhanced consumers' participation intention and app download intention. Playfulness and attitude toward the program served as mediating mechanisms underlying the impact of gamification. The indirect relationships were stronger under conditions of self-oriented rewards. Also, reward types moderated the indirect pathway of playfulness, but not attitude. These findings support the essential role of gamification in customer relationship management, an understanding which offers important practical implications for how firms might implement gamified loyalty programs to promote consumer responses. © 2019"
"Cox D.","Cox, David (55419036900)","55419036900","The dark side of channel loyalty programmes – managing tier demotion and deceitful behaviours","2022","European Journal of Marketing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142166237&doi=10.1108%2fEJM-02-2022-0126&partnerID=40&md5=90169f0492ad78886622d28d60b85834","Purpose: The purpose of this paper is to highlight the increased impact that academic research can gain when collaborating and sharing knowledge with corporate stakeholders and marketing practitioners, through the lens of managing tier demotion and deceitful behaviors in a channel marketing program. In particular, this paper highlights that true impact (defined as being meaningful change) can only be achieved when the research findings are operationalized and deployed as a business solution. Design/methodology/approach: The approach taken in this paper is to challenge the traditional paradigm where field research is led by academics and places the corporate stakeholder at the centre of the research, where they have a leading role. This involves identifying, selecting, collaborating and engaging with key corporate stakeholders early in the research project, thus gaining their input and support so that the research recommendations secure the necessary funding to be successfully deployed. Findings: The authors highlight two research projects focused on tier demotion and disengagement and deceitful behaviour driven from incentivise and gamifying learning. A new tier demotion process involving a highly customised customer care charter has been deployed and resulted in a re-engagement rate of 81% from those channel partners who were demoted (a rise from 40%). Deceitful behaviour detection tools were also deployed, resulting in 4,300 possible deceptive cases being investigated and resolved in Year 1, reducing to 451 in Year 6. Research limitations/implications: The change in research approach where field research places the corporate stakeholder at the centre of the research will add to the complexity of the research project, impact on timelines and introduce more stakeholders into the research team, which may have wider implications to the original research goal. Practical implications: This transition will require academics to know more about their corporate partner, the corporate landscape, adding to the complexity of the research project and cede some control over the project. Originality/value: Whilst academic research contributes to a body of theoretical concepts, equally important is bringing to life the research findings to show actual impact and meaningful change within the research setting. The present research approach has since been applied to multiple channel loyalty programmes across numerous industries increasing revenue and driving the success of the respective programmes. One key learning would be to engage more corporate stakeholders as part of the research project from the outset. The author neglected the legal and trust and compliance team and they had a significant impact on what findings were eventually implemented. © 2022, Emerald Publishing Limited."
